
#还有效的源,#genre#
濉溪新闻频道,http://183.164.55.123:5000/rtp/238.1.78.209:7544 -- 0.23 MB/s
濉溪新闻频道,http://183.166.57.104:6866/rtp/238.1.78.209:7544 -- 0.23 MB/s
濉溪新闻频道,http://60.168.226.114:2000/rtp/238.1.78.209:7544 -- 0.00 MB/s
炫动卡通,http://113.93.28.246:8088/udp/239.77.0.81:5146 -- 0.25 MB/s
炫动卡通,http://119.131.24.220:9003/udp/239.77.0.81:5146 -- 0.10 MB/s
炫动卡通,http://120.234.5.28:7000/udp/239.77.0.81:5146 -- 0.25 MB/s
炫动卡通,http://120.234.5.29:6000/udp/239.77.0.81:5146 -- 0.08 MB/s
炫动卡通,http://120.234.5.29:7000/udp/239.77.0.81:5146 -- 0.00 MB/s
炫动卡通,http://120.238.99.51:8888/udp/239.77.0.81:5146 -- 0.04 MB/s
炫动卡通,http://125.89.163.44:8888/udp/239.77.0.81:5146 -- 0.23 MB/s
炫动卡通,http://14.112.85.22:40222/udp/239.77.0.81:5146 -- 0.20 MB/s
炫动卡通,http://14.121.146.64:554/udp/239.77.0.81:5146 -- 0.20 MB/s
炫动卡通,http://183.0.201.132:8188/udp/239.77.0.81:5146 -- 0.24 MB/s
炫动卡通,http://183.45.17.208:60022/udp/239.77.0.81:5146 -- 0.25 MB/s
炫动卡通,http://183.51.190.237:6633/udp/239.77.0.81:5146 -- 0.10 MB/s
炫动卡通,http://59.35.185.47:8188/udp/239.77.0.81:5146 -- 0.26 MB/s
烟台公共,http://140.250.83.219:65235/rtp/239.21.1.117:5002 -- 0.11 MB/s
烟台影视,http://140.250.83.219:65235/rtp/239.21.1.204:5002 -- 0.11 MB/s
烟台影视,http://144.0.5.116:58889/rtp/239.21.1.204:5002 -- 0.22 MB/s
烟台新闻,http://140.250.83.219:65235/rtp/239.21.1.116:5002 -- 0.24 MB/s
烟台经济,http://140.250.83.219:65235/rtp/239.21.1.205:5002 -- 0.03 MB/s
烟台经济,http://182.47.200.64:6777/rtp/239.21.1.205:5002 -- 0.42 MB/s
热播剧场,http://118.116.38.54:27777/udp/239.93.0.56:9020 -- 0.20 MB/s
热播剧场,http://171.212.255.133:18889/udp/239.93.0.56:9020 -- 0.25 MB/s
热播剧场,http://171.213.136.144:8886/udp/239.93.0.56:9020 -- 0.23 MB/s
热播剧场,http://171.213.206.16:8888/udp/239.93.0.56:9020 -- 0.17 MB/s
热播剧场,http://171.213.207.208:8888/udp/239.93.0.56:9020 -- 0.06 MB/s
热播剧场,http://183.222.206.14:8096/udp/239.93.0.56:9020 -- 0.12 MB/s
热播剧场,http://218.88.105.148:24022/udp/239.93.0.56:9020 -- 0.22 MB/s
热播剧场,http://218.88.105.161:24022/udp/239.93.0.56:9020 -- 0.13 MB/s
热播剧场,http://222.212.14.162:1111/udp/239.93.0.56:9020 -- 0.20 MB/s
热播剧场,http://222.212.84.190:54123/udp/239.93.0.56:9020 -- 0.21 MB/s
热门剧场,http://118.116.38.54:27777/udp/239.93.0.140:5140 -- 0.15 MB/s
热门剧场,http://171.212.255.133:18889/udp/239.93.0.140:5140 -- 0.35 MB/s
热门剧场,http://171.213.136.144:8886/udp/239.93.0.140:5140 -- 0.28 MB/s
热门剧场,http://171.213.206.16:8888/udp/239.93.0.140:5140 -- 0.23 MB/s
热门剧场,http://171.213.207.208:8888/udp/239.93.0.140:5140 -- 0.15 MB/s
热门剧场,http://183.222.206.14:8096/udp/239.93.0.140:5140 -- 0.25 MB/s
热门剧场,http://222.212.14.162:1111/udp/239.93.0.140:5140 -- 0.29 MB/s
热门综艺,http://171.212.255.133:18889/udp/239.93.0.151:5140 -- 0.16 MB/s
热门综艺,http://171.213.136.144:8886/udp/239.93.0.151:5140 -- 0.10 MB/s
热门综艺,http://171.213.206.16:8888/udp/239.93.0.151:5140 -- 0.02 MB/s
热门综艺,http://171.213.207.208:8888/udp/239.93.0.151:5140 -- 0.01 MB/s
热门综艺,http://183.222.206.14:8096/udp/239.93.0.151:5140 -- 0.00 MB/s
热门综艺,http://222.212.14.162:1111/udp/239.93.0.151:5140 -- 0.12 MB/s
熊猫24小时,http://118.116.38.54:27777/udp/239.93.1.178:5140 -- 0.36 MB/s
熊猫24小时,http://171.212.255.133:18889/udp/239.93.1.178:5140 -- 0.38 MB/s
熊猫24小时,http://171.213.136.144:8886/udp/239.93.1.178:5140 -- 0.38 MB/s
熊猫24小时,http://171.213.206.16:8888/udp/239.93.1.178:5140 -- 0.22 MB/s
熊猫24小时,http://171.213.207.208:8888/udp/239.93.1.178:5140 -- 0.00 MB/s
熊猫24小时,http://183.222.206.14:8096/udp/239.93.1.178:5140 -- 0.30 MB/s
熊猫24小时,http://222.212.14.162:1111/udp/239.93.1.178:5140 -- 0.40 MB/s
熊猫体娱高清,http://118.116.38.54:27777/udp/239.93.0.94:5140 -- 0.14 MB/s
熊猫体娱高清,http://171.212.255.133:18889/udp/239.93.0.94:5140 -- 0.41 MB/s
熊猫体娱高清,http://171.213.136.144:8886/udp/239.93.0.94:5140 -- 0.37 MB/s
熊猫体娱高清,http://183.222.206.14:8096/udp/239.93.0.94:5140 -- 0.10 MB/s
熊猫体娱高清,http://222.212.14.162:1111/udp/239.93.0.94:5140 -- 0.39 MB/s
熊猫少儿高清,http://118.116.38.54:27777/udp/239.93.1.189:5140 -- 0.28 MB/s
熊猫少儿高清,http://171.212.255.133:18889/udp/239.93.1.189:5140 -- 0.31 MB/s
熊猫少儿高清,http://171.213.136.144:8886/udp/239.93.1.189:5140 -- 0.30 MB/s
熊猫少儿高清,http://171.213.206.16:8888/udp/239.93.1.189:5140 -- 0.35 MB/s
熊猫少儿高清,http://171.213.207.208:8888/udp/239.93.1.189:5140 -- 0.00 MB/s
熊猫少儿高清,http://183.222.206.14:8096/udp/239.93.1.189:5140 -- 0.21 MB/s
熊猫少儿高清,http://222.212.14.162:1111/udp/239.93.1.189:5140 -- 0.28 MB/s
熊猫少儿高清,http://222.212.84.190:54123/udp/239.93.1.189:5140 -- 0.39 MB/s
熊猫影院高清,http://118.116.38.54:27777/udp/239.93.0.214:5140 -- 0.27 MB/s
熊猫影院高清,http://171.212.255.133:18889/udp/239.93.0.214:5140 -- 0.23 MB/s
熊猫影院高清,http://171.213.136.144:8886/udp/239.93.0.214:5140 -- 0.37 MB/s
熊猫影院高清,http://171.213.206.16:8888/udp/239.93.0.214:5140 -- 0.37 MB/s
熊猫影院高清,http://171.213.207.208:8888/udp/239.93.0.214:5140 -- 0.10 MB/s
熊猫影院高清,http://183.222.206.14:8096/udp/239.93.0.214:5140 -- 0.19 MB/s
熊猫影院高清,http://222.212.14.162:1111/udp/239.93.0.214:5140 -- 0.39 MB/s
熊猫影院高清,http://222.212.84.190:54123/udp/239.93.0.214:5140 -- 0.28 MB/s
熊猫新闻高清,http://118.116.38.54:27777/udp/239.93.1.112:5140 -- 0.15 MB/s
熊猫新闻高清,http://171.212.255.133:18889/udp/239.93.1.112:5140 -- 0.40 MB/s
熊猫新闻高清,http://171.213.136.144:8886/udp/239.93.1.112:5140 -- 0.39 MB/s
熊猫新闻高清,http://171.213.207.208:8888/udp/239.93.1.112:5140 -- 0.00 MB/s
熊猫新闻高清,http://183.222.206.14:8096/udp/239.93.1.112:5140 -- 0.18 MB/s
熊猫新闻高清,http://222.212.14.162:1111/udp/239.93.1.112:5140 -- 0.40 MB/s
熊猫爱生活高清,http://171.212.255.133:18889/udp/239.93.1.190:5140 -- 0.27 MB/s
熊猫爱生活高清,http://171.213.136.144:8886/udp/239.93.1.190:5140 -- 0.38 MB/s
熊猫爱生活高清,http://171.213.206.16:8888/udp/239.93.1.190:5140 -- 0.38 MB/s
熊猫爱生活高清,http://171.213.207.208:8888/udp/239.93.1.190:5140 -- 0.00 MB/s
熊猫爱生活高清,http://183.222.206.14:8096/udp/239.93.1.190:5140 -- 0.24 MB/s
熊猫爱生活高清,http://222.212.14.162:1111/udp/239.93.1.190:5140 -- 0.39 MB/s
熊猫爱生活高清,http://222.212.84.190:54123/udp/239.93.1.190:5140 -- 0.40 MB/s
熊猫频道高清,http://118.116.38.54:27777/udp/239.93.0.211:9148 -- 0.37 MB/s
熊猫频道高清,http://171.212.255.133:18889/udp/239.93.0.211:9148 -- 0.28 MB/s
熊猫频道高清,http://171.213.136.144:8886/udp/239.93.0.211:9148 -- 0.29 MB/s
熊猫频道高清,http://171.213.206.16:8888/udp/239.93.0.211:9148 -- 0.21 MB/s
熊猫频道高清,http://171.213.207.208:8888/udp/239.93.0.211:9148 -- 0.19 MB/s
熊猫频道高清,http://183.222.206.14:8096/udp/239.93.0.211:9148 -- 0.38 MB/s
熊猫频道高清,http://222.212.14.162:1111/udp/239.93.0.211:9148 -- 0.27 MB/s
爱上4K,http://111.193.225.151:8888/rtp/239.3.1.236:2000 -- 0.10 MB/s
爱上4K,http://111.194.150.28:8888/rtp/239.3.1.236:2000 -- 0.27 MB/s
爱上4K,http://111.196.130.76:8012/rtp/239.3.1.236:2000 -- 0.15 MB/s
爱上4K,http://111.196.189.12:5555/rtp/239.3.1.236:2000 -- 0.19 MB/s
爱上4K,http://111.199.232.176:8188/rtp/239.3.1.236:2000 -- 0.20 MB/s
爱上4K,http://111.199.237.67:8188/rtp/239.3.1.236:2000 -- 0.21 MB/s
爱上4K,http://114.243.106.86:8888/rtp/239.3.1.236:2000 -- 0.42 MB/s
爱上4K,http://114.244.117.82:8888/rtp/239.3.1.236:2000 -- 0.31 MB/s
爱上4K,http://114.252.149.21:8890/rtp/239.3.1.236:2000 -- 0.36 MB/s
爱上4K,http://114.252.236.205:8000/rtp/239.3.1.236:2000 -- 0.43 MB/s
爱上4K,http://114.253.247.226:4022/rtp/239.3.1.236:2000 -- 0.23 MB/s
爱上4K,http://114.253.76.165:58888/rtp/239.3.1.236:2000 -- 0.35 MB/s
爱上4K,http://114.254.20.116:18888/rtp/239.3.1.236:2000 -- 0.42 MB/s
爱上4K,http://114.254.81.109:2222/rtp/239.3.1.236:2000 -- 0.24 MB/s
爱上4K,http://114.254.81.48:2222/rtp/239.3.1.236:2000 -- 0.21 MB/s
爱上4K,http://114.254.88.162:2222/rtp/239.3.1.236:2000 -- 0.05 MB/s
爱上4K,http://114.254.89.209:2222/rtp/239.3.1.236:2000 -- 0.00 MB/s
爱上4K,http://123.113.180.31:8000/rtp/239.3.1.236:2000 -- 0.39 MB/s
爱上4K,http://123.113.251.39:8888/rtp/239.3.1.236:2000 -- 0.24 MB/s
爱上4K,http://124.64.235.39:8012/rtp/239.3.1.236:2000 -- 0.46 MB/s
爱上4K,http://125.34.48.61:8890/rtp/239.3.1.236:2000 -- 0.23 MB/s
爱上4K,http://221.219.67.213:5957/rtp/239.3.1.236:2000 -- 0.21 MB/s
爱上4K,http://221.221.219.139:31415/rtp/239.3.1.236:2000 -- 0.49 MB/s
爱上4K,http://221.223.17.24:58888/rtp/239.3.1.236:2000 -- 0.47 MB/s
爱上4K,http://221.223.20.56:8888/rtp/239.3.1.236:2000 -- 0.00 MB/s
爱上4K,http://221.223.42.10:31027/rtp/239.3.1.236:2000 -- 0.41 MB/s
爱上4K,http://221.223.43.25:31027/rtp/239.3.1.236:2000 -- 0.20 MB/s
爱上4K,http://222.128.169.213:8888/rtp/239.3.1.236:2000 -- 0.28 MB/s
爱上4K,http://222.129.137.223:8888/rtp/239.3.1.236:2000 -- 0.39 MB/s
爱上4K,http://223.72.25.197:31027/rtp/239.3.1.236:2000 -- 0.45 MB/s
爱体育,http://118.116.38.54:27777/udp/239.93.0.135:9008 -- 0.20 MB/s
爱体育,http://171.212.255.133:18889/udp/239.93.0.135:9008 -- 0.25 MB/s
爱体育,http://171.213.136.144:8886/udp/239.93.0.135:9008 -- 0.25 MB/s
爱体育,http://171.213.206.16:8888/udp/239.93.0.135:9008 -- 0.18 MB/s
爱体育,http://171.213.207.208:8888/udp/239.93.0.135:9008 -- 0.24 MB/s
爱体育,http://183.222.206.14:8096/udp/239.93.0.135:9008 -- 0.00 MB/s
爱体育,http://222.212.14.162:1111/udp/239.93.0.135:9008 -- 0.20 MB/s
爱体育,http://222.212.84.190:54123/udp/239.93.0.135:9008 -- 0.18 MB/s
爱动漫,http://118.116.38.54:27777/udp/239.93.42.23:5140 -- 0.36 MB/s
爱动漫,http://171.212.255.133:18889/udp/239.93.42.23:5140 -- 0.37 MB/s
爱动漫,http://171.213.136.144:8886/udp/239.93.42.23:5140 -- 0.37 MB/s
爱动漫,http://171.213.207.208:8888/udp/239.93.42.23:5140 -- 0.11 MB/s
爱动漫,http://183.222.206.14:8096/udp/239.93.42.23:5140 -- 0.19 MB/s
爱动漫,http://218.88.105.161:24022/udp/239.93.42.23:5140 -- 0.23 MB/s
爱动漫,http://222.212.14.162:1111/udp/239.93.42.23:5140 -- 0.39 MB/s
爱动漫,http://222.212.84.190:54123/udp/239.93.42.23:5140 -- 0.40 MB/s
爱喜剧,http://118.116.38.54:27777/udp/239.93.42.9:5140 -- 0.13 MB/s
爱喜剧,http://171.212.255.133:18889/udp/239.93.42.9:5140 -- 0.39 MB/s
爱喜剧,http://171.213.136.144:8886/udp/239.93.42.9:5140 -- 0.38 MB/s
爱喜剧,http://171.213.207.208:8888/udp/239.93.42.9:5140 -- 0.12 MB/s
爱喜剧,http://183.222.206.14:8096/udp/239.93.42.9:5140 -- 0.38 MB/s
爱喜剧,http://222.212.14.162:1111/udp/239.93.42.9:5140 -- 0.39 MB/s
爱奇谈,http://171.212.255.133:18889/udp/239.93.42.22:5140 -- 0.29 MB/s
爱奇谈,http://171.213.136.144:8886/udp/239.93.42.22:5140 -- 0.37 MB/s
爱奇谈,http://171.213.206.16:8888/udp/239.93.42.22:5140 -- 0.38 MB/s
爱奇谈,http://183.222.206.14:8096/udp/239.93.42.22:5140 -- 0.24 MB/s
爱奇谈,http://222.212.14.162:1111/udp/239.93.42.22:5140 -- 0.39 MB/s
爱奇谈,http://222.212.84.190:54123/udp/239.93.42.22:5140 -- 0.30 MB/s
爱宠物,http://118.116.38.54:27777/udp/239.93.42.32:5140 -- 0.38 MB/s
爱宠物,http://171.212.255.133:18889/udp/239.93.42.32:5140 -- 0.39 MB/s
爱宠物,http://171.213.136.144:8886/udp/239.93.42.32:5140 -- 0.38 MB/s
爱宠物,http://171.213.206.16:8888/udp/239.93.42.32:5140 -- 0.00 MB/s
爱宠物,http://171.213.207.208:8888/udp/239.93.42.32:5140 -- 0.01 MB/s
爱宠物,http://183.222.206.14:8096/udp/239.93.42.32:5140 -- 0.39 MB/s
爱宠物,http://218.88.105.148:24022/udp/239.93.42.32:5140 -- 0.23 MB/s
爱宠物,http://222.212.14.162:1111/udp/239.93.42.32:5140 -- 0.40 MB/s
爱宠物,http://222.212.84.190:54123/udp/239.93.42.32:5140 -- 0.39 MB/s
爱幼教,http://118.116.38.54:27777/udp/239.93.42.17:5140 -- 0.35 MB/s
爱幼教,http://171.212.255.133:18889/udp/239.93.42.17:5140 -- 0.39 MB/s
爱幼教,http://171.213.136.144:8886/udp/239.93.42.17:5140 -- 0.40 MB/s
爱幼教,http://171.213.206.16:8888/udp/239.93.42.17:5140 -- 0.01 MB/s
爱幼教,http://183.222.206.14:8096/udp/239.93.42.17:5140 -- 0.17 MB/s
爱幼教,http://222.212.14.162:1111/udp/239.93.42.17:5140 -- 0.38 MB/s
爱怀旧,http://118.116.38.54:27777/udp/239.93.42.21:5140 -- 0.37 MB/s
爱怀旧,http://171.212.255.133:18889/udp/239.93.42.21:5140 -- 0.38 MB/s
爱怀旧,http://171.213.136.144:8886/udp/239.93.42.21:5140 -- 0.37 MB/s
爱怀旧,http://171.213.206.16:8888/udp/239.93.42.21:5140 -- 0.23 MB/s
爱怀旧,http://171.213.207.208:8888/udp/239.93.42.21:5140 -- 0.16 MB/s
爱怀旧,http://183.222.206.14:8096/udp/239.93.42.21:5140 -- 0.22 MB/s
爱怀旧,http://222.212.14.162:1111/udp/239.93.42.21:5140 -- 0.40 MB/s
爱悬疑,http://118.116.38.54:27777/udp/239.93.42.12:5140 -- 0.37 MB/s
爱悬疑,http://171.212.255.133:18889/udp/239.93.42.12:5140 -- 0.37 MB/s
爱悬疑,http://171.213.136.144:8886/udp/239.93.42.12:5140 -- 0.38 MB/s
爱悬疑,http://171.213.206.16:8888/udp/239.93.42.12:5140 -- 0.23 MB/s
爱悬疑,http://171.213.207.208:8888/udp/239.93.42.12:5140 -- 0.17 MB/s
爱悬疑,http://183.222.206.14:8096/udp/239.93.42.12:5140 -- 0.10 MB/s
爱悬疑,http://222.212.14.162:1111/udp/239.93.42.12:5140 -- 0.40 MB/s
爱玩具,http://118.116.38.54:27777/udp/239.93.42.18:5140 -- 0.15 MB/s
爱玩具,http://171.212.255.133:18889/udp/239.93.42.18:5140 -- 0.38 MB/s
爱玩具,http://171.213.136.144:8886/udp/239.93.42.18:5140 -- 0.35 MB/s
爱玩具,http://171.213.207.208:8888/udp/239.93.42.18:5140 -- 0.25 MB/s
爱玩具,http://183.222.206.14:8096/udp/239.93.42.18:5140 -- 0.21 MB/s
爱玩具,http://222.212.14.162:1111/udp/239.93.42.18:5140 -- 0.28 MB/s
爱玩具,http://222.212.84.190:54123/udp/239.93.42.18:5140 -- 0.39 MB/s
爱生活,http://111.193.225.151:8888/rtp/239.3.1.86:4120 -- 0.09 MB/s
爱生活,http://111.194.150.28:8888/rtp/239.3.1.86:4120 -- 0.24 MB/s
爱生活,http://111.196.130.76:8012/rtp/239.3.1.86:4120 -- 0.03 MB/s
爱生活,http://111.196.189.12:5555/rtp/239.3.1.86:4120 -- 0.16 MB/s
爱生活,http://111.199.232.176:8188/rtp/239.3.1.86:4120 -- 0.14 MB/s
爱生活,http://111.199.237.67:8188/rtp/239.3.1.86:4120 -- 0.20 MB/s
爱生活,http://114.243.106.86:8888/rtp/239.3.1.86:4120 -- 0.25 MB/s
爱生活,http://114.244.117.82:8888/rtp/239.3.1.86:4120 -- 0.25 MB/s
爱生活,http://114.252.149.21:8890/rtp/239.3.1.86:4120 -- 0.21 MB/s
爱生活,http://114.252.236.205:8000/rtp/239.3.1.86:4120 -- 0.25 MB/s
爱生活,http://114.252.238.87:8000/rtp/239.3.1.86:4120 -- 0.25 MB/s
爱生活,http://114.253.247.226:4022/rtp/239.3.1.86:4120 -- 0.01 MB/s
爱生活,http://114.253.76.165:58888/rtp/239.3.1.86:4120 -- 0.25 MB/s
爱生活,http://114.254.20.116:18888/rtp/239.3.1.86:4120 -- 0.20 MB/s
爱生活,http://114.254.81.109:2222/rtp/239.3.1.86:4120 -- 0.16 MB/s
爱生活,http://114.254.81.48:2222/rtp/239.3.1.86:4120 -- 0.02 MB/s
爱生活,http://114.254.88.162:2222/rtp/239.3.1.86:4120 -- 0.22 MB/s
爱生活,http://114.254.89.209:2222/rtp/239.3.1.86:4120 -- 0.02 MB/s
爱生活,http://118.116.38.54:27777/udp/239.93.0.206:8028 -- 0.14 MB/s
爱生活,http://123.113.180.31:8000/rtp/239.3.1.86:4120 -- 0.24 MB/s
爱生活,http://123.113.251.39:8888/rtp/239.3.1.86:4120 -- 0.21 MB/s
爱生活,http://123.114.17.98:4000/rtp/239.3.1.86:4120 -- 0.09 MB/s
爱生活,http://124.64.235.39:8012/rtp/239.3.1.86:4120 -- 0.08 MB/s
爱生活,http://125.34.48.61:8890/rtp/239.3.1.86:4120 -- 0.24 MB/s
爱生活,http://171.212.255.133:18889/udp/239.93.0.206:8028 -- 0.25 MB/s
爱生活,http://171.213.136.144:8886/udp/239.93.0.206:8028 -- 0.25 MB/s
爱生活,http://171.213.206.16:8888/udp/239.93.0.206:8028 -- 0.22 MB/s
爱生活,http://171.213.207.208:8888/udp/239.93.0.206:8028 -- 0.06 MB/s
爱生活,http://183.222.206.14:8096/udp/239.93.0.206:8028 -- 0.12 MB/s
爱生活,http://221.219.67.213:5957/rtp/239.3.1.86:4120 -- 0.00 MB/s
爱生活,http://221.221.219.139:31415/rtp/239.3.1.86:4120 -- 0.25 MB/s
爱生活,http://221.223.17.137:8888/rtp/239.3.1.86:4120 -- 0.19 MB/s
爱生活,http://221.223.17.24:58888/rtp/239.3.1.86:4120 -- 0.03 MB/s
爱生活,http://221.223.19.203:58888/rtp/239.3.1.86:4120 -- 0.16 MB/s
爱生活,http://221.223.20.56:8888/rtp/239.3.1.86:4120 -- 0.02 MB/s
爱生活,http://221.223.42.10:31027/rtp/239.3.1.86:4120 -- 0.14 MB/s
爱生活,http://221.223.43.25:31027/rtp/239.3.1.86:4120 -- 0.24 MB/s
爱生活,http://222.128.169.213:8888/rtp/239.3.1.86:4120 -- 0.21 MB/s
爱生活,http://222.129.137.223:8888/rtp/239.3.1.86:4120 -- 0.01 MB/s
爱生活,http://222.129.141.10:8888/rtp/239.3.1.86:4120 -- 0.19 MB/s
爱生活,http://223.72.25.197:31027/rtp/239.3.1.86:4120 -- 0.06 MB/s
爱电竞,http://118.116.38.54:27777/udp/239.93.42.19:5140 -- 0.34 MB/s
爱电竞,http://171.212.255.133:18889/udp/239.93.42.19:5140 -- 0.39 MB/s
爱电竞,http://171.213.136.144:8886/udp/239.93.42.19:5140 -- 0.37 MB/s
爱电竞,http://171.213.206.16:8888/udp/239.93.42.19:5140 -- 0.21 MB/s
爱电竞,http://171.213.207.208:8888/udp/239.93.42.19:5140 -- 0.06 MB/s
爱电竞,http://183.222.206.14:8096/udp/239.93.42.19:5140 -- 0.17 MB/s
爱电竞,http://218.88.105.148:24022/udp/239.93.42.19:5140 -- 0.22 MB/s
爱电竞,http://222.212.14.162:1111/udp/239.93.42.19:5140 -- 0.28 MB/s
爱电竞,http://222.212.84.190:54123/udp/239.93.42.19:5140 -- 0.28 MB/s
爱科幻,http://118.116.38.54:27777/udp/239.93.42.10:5140 -- 0.28 MB/s
爱科幻,http://171.212.255.133:18889/udp/239.93.42.10:5140 -- 0.38 MB/s
爱科幻,http://171.213.136.144:8886/udp/239.93.42.10:5140 -- 0.37 MB/s
爱科幻,http://171.213.206.16:8888/udp/239.93.42.10:5140 -- 0.21 MB/s
爱科幻,http://171.213.207.208:8888/udp/239.93.42.10:5140 -- 0.05 MB/s
爱科幻,http://183.222.206.14:8096/udp/239.93.42.10:5140 -- 0.24 MB/s
爱科幻,http://222.212.14.162:1111/udp/239.93.42.10:5140 -- 0.39 MB/s
爱科幻,http://222.212.84.190:54123/udp/239.93.42.10:5140 -- 0.38 MB/s
爱经典,http://118.116.38.54:27777/udp/239.93.42.13:5140 -- 0.12 MB/s
爱经典,http://171.212.255.133:18889/udp/239.93.42.13:5140 -- 0.23 MB/s
爱经典,http://171.213.136.144:8886/udp/239.93.42.13:5140 -- 0.38 MB/s
爱经典,http://171.213.206.16:8888/udp/239.93.42.13:5140 -- 0.29 MB/s
爱经典,http://171.213.207.208:8888/udp/239.93.42.13:5140 -- 0.18 MB/s
爱经典,http://183.222.206.14:8096/udp/239.93.42.13:5140 -- 0.32 MB/s
爱经典,http://222.212.14.162:1111/udp/239.93.42.13:5140 -- 0.38 MB/s
爱经典,http://222.212.84.190:54123/udp/239.93.42.13:5140 -- 0.38 MB/s
爱谍战,http://118.116.38.54:27777/udp/239.93.42.14:5140 -- 0.36 MB/s
爱谍战,http://171.213.136.144:8886/udp/239.93.42.14:5140 -- 0.37 MB/s
爱谍战,http://171.213.206.16:8888/udp/239.93.42.14:5140 -- 0.04 MB/s
爱谍战,http://171.213.207.208:8888/udp/239.93.42.14:5140 -- 0.10 MB/s
爱谍战,http://183.222.206.14:8096/udp/239.93.42.14:5140 -- 0.42 MB/s
爱谍战,http://222.212.14.162:1111/udp/239.93.42.14:5140 -- 0.39 MB/s
爱谍战,http://222.212.84.190:54123/udp/239.93.42.14:5140 -- 0.38 MB/s
爱赛车,http://118.116.38.54:27777/udp/239.93.42.20:5140 -- 0.36 MB/s
爱赛车,http://171.212.255.133:18889/udp/239.93.42.20:5140 -- 0.35 MB/s
爱赛车,http://171.213.136.144:8886/udp/239.93.42.20:5140 -- 0.37 MB/s
爱赛车,http://171.213.206.16:8888/udp/239.93.42.20:5140 -- 0.06 MB/s
爱赛车,http://171.213.207.208:8888/udp/239.93.42.20:5140 -- 0.10 MB/s
爱赛车,http://183.222.206.14:8096/udp/239.93.42.20:5140 -- 0.24 MB/s
爱赛车,http://222.212.14.162:1111/udp/239.93.42.20:5140 -- 0.39 MB/s
爱赛车,http://222.212.84.190:54123/udp/239.93.42.20:5140 -- 0.39 MB/s
爱都市,http://118.116.38.54:27777/udp/239.93.42.15:5140 -- 0.23 MB/s
爱都市,http://171.212.255.133:18889/udp/239.93.42.15:5140 -- 0.28 MB/s
爱都市,http://171.213.136.144:8886/udp/239.93.42.15:5140 -- 0.28 MB/s
爱都市,http://171.213.206.16:8888/udp/239.93.42.15:5140 -- 0.28 MB/s
爱都市,http://171.213.207.208:8888/udp/239.93.42.15:5140 -- 0.18 MB/s
爱都市,http://183.222.206.14:8096/udp/239.93.42.15:5140 -- 0.00 MB/s
爱都市,http://222.212.14.162:1111/udp/239.93.42.15:5140 -- 0.31 MB/s
爱院线,http://118.116.38.54:27777/udp/239.93.42.11:5140 -- 0.37 MB/s
爱院线,http://171.212.255.133:18889/udp/239.93.42.11:5140 -- 0.39 MB/s
爱院线,http://171.213.136.144:8886/udp/239.93.42.11:5140 -- 0.38 MB/s
爱院线,http://171.213.206.16:8888/udp/239.93.42.11:5140 -- 0.36 MB/s
爱院线,http://171.213.207.208:8888/udp/239.93.42.11:5140 -- 0.19 MB/s
爱院线,http://183.222.206.14:8096/udp/239.93.42.11:5140 -- 0.17 MB/s
爱院线,http://222.212.14.162:1111/udp/239.93.42.11:5140 -- 0.38 MB/s
爱青春,http://118.116.38.54:27777/udp/239.93.42.16:5140 -- 0.37 MB/s
爱青春,http://171.212.255.133:18889/udp/239.93.42.16:5140 -- 0.27 MB/s
爱青春,http://171.213.136.144:8886/udp/239.93.42.16:5140 -- 0.37 MB/s
爱青春,http://171.213.206.16:8888/udp/239.93.42.16:5140 -- 0.38 MB/s
爱青春,http://171.213.207.208:8888/udp/239.93.42.16:5140 -- 0.06 MB/s
爱青春,http://183.222.206.14:8096/udp/239.93.42.16:5140 -- 0.02 MB/s
爱青春,http://222.212.14.162:1111/udp/239.93.42.16:5140 -- 0.39 MB/s
爱青春,http://222.212.84.190:54123/udp/239.93.42.16:5140 -- 0.36 MB/s
牟平新闻,http://140.250.83.219:65235/rtp/239.21.2.10:5002 -- 0.15 MB/s
牟平新闻,http://182.47.200.64:6777/rtp/239.21.2.10:5002 -- 0.10 MB/s
牟平生活,http://140.250.83.219:65235/rtp/239.21.2.11:5002 -- 0.06 MB/s
牟平生活,http://144.0.5.116:58889/rtp/239.21.2.11:5002 -- 0.18 MB/s
牟平生活,http://182.47.200.64:6777/rtp/239.21.2.11:5002 -- 0.20 MB/s
玉林新闻,http://171.107.72.142:4000/udp/239.81.0.138:4056 -- 0.30 MB/s
玉林新闻,http://220.173.254.144:6665/udp/239.81.0.138:4056 -- 0.40 MB/s
玉田综合,http://121.29.169.33:888/rtp/239.253.92.118:6133 -- 0.08 MB/s
玉田综合,http://121.29.215.124:888/rtp/239.253.92.118:6133 -- 0.40 MB/s
玉田综合,http://121.29.215.17:888/rtp/239.253.92.118:6133 -- 0.00 MB/s
玉田综合,http://121.29.215.181:888/rtp/239.253.92.118:6133 -- 0.00 MB/s
玉田综合,http://60.10.204.102:7171/rtp/239.253.92.118:6133 -- 0.08 MB/s
玉田综合,http://60.2.190.206:4000/rtp/239.253.92.118:6133 -- 0.09 MB/s
玉田综合,http://60.7.56.21:4000/rtp/239.253.92.118:6133 -- 0.23 MB/s
玉田综合,http://60.7.56.33:4000/rtp/239.253.92.118:6133 -- 0.17 MB/s
