
#天津,#genre#
青岛4,http://27.210.23.197:4000/udp/239.253.254.252:8000 -- 0.40 MB/s
青岛4,http://www.magua.cool:8888/udp/239.253.254.252:8000 -- 0.33 MB/s
青岛5,http://binsso.mycloudnas.com:6666/udp/239.253.254.253:8000 -- 0.37 MB/s
青岛5,http://27.210.23.197:4000/udp/239.253.254.253:8000 -- 0.39 MB/s
青岛5,http://www.magua.cool:8888/udp/239.253.254.253:8000 -- 0.36 MB/s
青岛5,http://119.166.12.160:9999/udp/239.253.254.253:8000 -- 0.34 MB/s
青岛5,http://112.226.59.123:8888/udp/239.253.254.253:8000 -- 0.36 MB/s
青岛5,http://www.wangyongxia.fun:8888/udp/239.253.254.253:8000 -- 0.33 MB/s
黄岛生活,http://binsso.mycloudnas.com:6666/udp/239.253.254.244:8000 -- 0.43 MB/s
黄岛生活,http://www.wangyongxia.fun:8888/udp/239.253.254.244:8000 -- 0.37 MB/s
黄岛生活,http://27.210.23.197:4000/udp/239.253.254.244:8000 -- 0.42 MB/s
黄岛生活,http://112.226.59.123:8888/udp/239.253.254.244:8000 -- 0.40 MB/s
黄岛生活,http://119.166.12.160:9999/udp/239.253.254.244:8000 -- 0.46 MB/s
黄岛生活,http://www.magua.cool:8888/udp/239.253.254.244:8000 -- 0.40 MB/s
黄岛综合,http://www.wangyongxia.fun:8888/udp/239.253.254.243:8000 -- 0.36 MB/s
黄岛综合,http://112.226.59.123:8888/udp/239.253.254.243:8000 -- 0.41 MB/s
黄岛综合,http://27.210.23.197:4000/udp/239.253.254.243:8000 -- 0.42 MB/s
黄岛综合,http://binsso.mycloudnas.com:6666/udp/239.253.254.243:8000 -- 0.32 MB/s
黄岛综合,http://www.magua.cool:8888/udp/239.253.254.243:8000 -- 0.41 MB/s

#广西,#genre#
北海新闻,http://liusl640.myds.me:4022/udp/239.81.0.136:4056 -- 0.38 MB/s
北海新闻,http://171.107.73.129:4000/udp/239.81.0.136:4056 -- 0.14 MB/s
北海新闻,http://171.105.182.215:9003/udp/239.81.0.136:4056 -- 0.38 MB/s
北海新闻,http://113.15.64.225:8888/udp/239.81.0.136:4056 -- 0.38 MB/s
北海新闻,http://171.107.6.136:5432/udp/239.81.0.136:4056 -- 0.35 MB/s
北海新闻,http://220.173.254.6:6666/udp/239.81.0.136:4056 -- 0.38 MB/s
南宁公共,http://liusl640.myds.me:4022/udp/239.81.0.129:4056 -- 0.36 MB/s
南宁公共,http://171.107.6.136:5432/udp/239.81.0.129:4056 -- 0.38 MB/s
南宁公共,http://171.107.73.129:4000/udp/239.81.0.129:4056 -- 0.33 MB/s
南宁公共,http://171.105.182.215:9003/udp/239.81.0.129:4056 -- 0.36 MB/s
南宁公共,http://111.12.69.253:9090/udp/239.81.0.129:4056 -- 0.00 MB/s
南宁公共,http://220.173.254.6:6666/udp/239.81.0.129:4056 -- 0.37 MB/s
南宁公共,http://113.15.64.225:8888/udp/239.81.0.129:4056 -- 0.36 MB/s
南宁影视,http://liusl640.myds.me:4022/udp/239.81.0.128:4056 -- 0.35 MB/s
南宁影视,http://171.105.182.215:9003/udp/239.81.0.128:4056 -- 0.37 MB/s
南宁影视,http://171.107.6.136:5432/udp/239.81.0.128:4056 -- 0.38 MB/s
南宁影视,http://113.15.64.225:8888/udp/239.81.0.128:4056 -- 0.36 MB/s
南宁影视,http://220.173.254.6:6666/udp/239.81.0.128:4056 -- 0.37 MB/s
南宁影视,http://171.107.73.129:4000/udp/239.81.0.128:4056 -- 0.33 MB/s
南宁新闻,http://liusl640.myds.me:4022/udp/239.81.0.126:4056 -- 0.36 MB/s
南宁新闻,http://171.105.182.215:9003/udp/239.81.0.241:4056 -- 0.42 MB/s
南宁新闻,http://113.15.64.225:8888/udp/239.81.0.241:4056 -- 0.25 MB/s
南宁新闻,http://220.173.254.6:6666/udp/239.81.0.241:4056 -- 0.10 MB/s
南宁新闻,http://113.15.64.225:8888/udp/239.81.0.126:4056 -- 0.26 MB/s
南宁新闻,http://171.105.182.215:9003/udp/239.81.0.126:4056 -- 0.37 MB/s
南宁新闻,http://171.107.73.129:4000/udp/239.81.0.241:4056 -- 0.27 MB/s
南宁新闻,http://171.107.6.136:5432/udp/239.81.0.126:4056 -- 0.38 MB/s
南宁新闻,http://111.12.69.253:9090/udp/239.81.0.241:4056 -- 0.40 MB/s
南宁新闻,http://220.173.254.6:6666/udp/239.81.0.126:4056 -- 0.37 MB/s
南宁新闻,http://171.107.73.129:4000/udp/239.81.0.126:4056 -- 0.32 MB/s
南宁新闻,http://liusl640.myds.me:4022/udp/239.81.0.241:4056 -- 0.39 MB/s
南宁新闻,http://111.12.69.253:9090/udp/239.81.0.126:4056 -- 0.35 MB/s
南宁新闻,http://171.107.6.136:5432/udp/239.81.0.241:4056 -- 0.36 MB/s
南宁都市,http://113.15.64.225:8888/udp/239.81.0.127:4056 -- 0.36 MB/s
南宁都市,http://171.107.73.129:4000/udp/239.81.0.127:4056 -- 0.31 MB/s
南宁都市,http://171.107.6.136:5432/udp/239.81.0.127:4056 -- 0.38 MB/s
南宁都市,http://220.173.254.6:6666/udp/239.81.0.127:4056 -- 0.37 MB/s
南宁都市,http://111.12.69.253:9090/udp/239.81.0.127:4056 -- 0.34 MB/s
南宁都市,http://171.105.182.215:9003/udp/239.81.0.127:4056 -- 0.38 MB/s
南宁都市,http://liusl640.myds.me:4022/udp/239.81.0.127:4056 -- 0.35 MB/s
广西乐思购,http://171.107.73.129:4000/udp/239.81.0.9:4056 -- 0.11 MB/s
广西乐思购,http://171.107.6.136:5432/udp/239.81.0.9:4056 -- 0.24 MB/s
广西乐思购,http://220.173.254.6:6666/udp/239.81.0.9:4056 -- 0.12 MB/s
广西乐思购,http://113.15.64.225:8888/udp/239.81.0.9:4056 -- 0.26 MB/s
广西乐思购,http://liusl640.myds.me:4022/udp/239.81.0.9:4056 -- 0.23 MB/s
广西卫视,http://171.107.6.136:5432/udp/239.81.0.2:4056 -- 0.26 MB/s
广西卫视,http://liusl640.myds.me:4022/udp/239.81.0.2:4056 -- 0.26 MB/s
广西卫视,http://220.173.254.6:6666/udp/239.81.0.107:4056 -- 0.42 MB/s
广西卫视,http://liusl640.myds.me:4022/udp/239.81.0.107:4056 -- 0.38 MB/s
广西卫视,http://220.173.254.6:6666/udp/239.81.0.2:4056 -- 0.26 MB/s
广西卫视,http://171.107.73.129:4000/udp/239.81.0.107:4056 -- 0.33 MB/s
广西卫视,http://171.105.182.215:9003/udp/239.81.0.107:4056 -- 0.40 MB/s
广西卫视,http://113.15.64.225:8888/udp/239.81.0.2:4056 -- 0.26 MB/s
广西卫视,http://171.107.6.136:5432/udp/239.81.0.107:4056 -- 0.25 MB/s
广西卫视,http://111.12.69.253:9090/udp/239.81.0.107:4056 -- 0.38 MB/s
广西卫视,http://171.107.73.129:4000/udp/239.81.0.2:4056 -- 0.16 MB/s
广西卫视,http://111.12.69.253:9090/udp/239.81.0.2:4056 -- 0.25 MB/s
广西卫视,http://113.15.64.225:8888/udp/239.81.0.107:4056 -- 0.40 MB/s
广西卫视,http://171.105.182.215:9003/udp/239.81.0.2:4056 -- 0.26 MB/s
广西国际,http://171.107.6.136:5432/udp/239.81.0.8:4056 -- 0.11 MB/s
广西国际,http://171.107.73.129:4000/udp/239.81.0.8:4056 -- 0.33 MB/s
广西国际,http://111.12.69.253:9090/udp/239.81.0.8:4056 -- 0.36 MB/s
广西国际,http://171.105.182.215:9003/udp/239.81.0.8:4056 -- 0.37 MB/s
广西国际,http://liusl640.myds.me:4022/udp/239.81.0.8:4056 -- 0.35 MB/s
广西国际,http://220.173.254.6:6666/udp/239.81.0.8:4056 -- 0.36 MB/s
广西国际,http://113.15.64.225:8888/udp/239.81.0.8:4056 -- 0.36 MB/s
广西影视,http://liusl640.myds.me:4022/udp/239.81.0.250:4056 -- 0.41 MB/s
广西影视,http://171.107.6.136:5432/udp/239.81.0.7:4056 -- 0.25 MB/s
广西影视,http://171.107.6.136:5432/udp/239.81.0.250:4056 -- 0.24 MB/s
广西影视,http://220.173.254.6:6666/udp/239.81.0.250:4056 -- 0.42 MB/s
广西影视,http://liusl640.myds.me:4022/udp/239.81.0.7:4056 -- 0.27 MB/s
广西影视,http://111.12.69.253:9090/udp/239.81.0.7:4056 -- 0.20 MB/s
广西影视,http://220.173.254.6:6666/udp/239.81.0.7:4056 -- 0.26 MB/s
广西影视,http://113.15.64.225:8888/udp/239.81.0.250:4056 -- 0.42 MB/s
广西影视,http://171.105.182.215:9003/udp/239.81.0.250:4056 -- 0.13 MB/s
广西影视,http://171.105.182.215:9003/udp/239.81.0.7:4056 -- 0.19 MB/s
广西影视,http://113.15.64.225:8888/udp/239.81.0.7:4056 -- 0.27 MB/s
广西影视,http://111.12.69.253:9090/udp/239.81.0.250:4056 -- 0.39 MB/s
广西新闻,http://113.15.64.225:8888/udp/239.81.0.248:4056 -- 0.42 MB/s
广西新闻,http://171.105.182.215:9003/udp/239.81.0.5:4056 -- 0.25 MB/s
广西新闻,http://171.107.6.136:5432/udp/239.81.0.248:4056 -- 0.43 MB/s
广西新闻,http://171.107.6.136:5432/udp/239.81.0.5:4056 -- 0.27 MB/s
广西新闻,http://liusl640.myds.me:4022/udp/239.81.0.248:4056 -- 0.07 MB/s
广西新闻,http://113.15.64.225:8888/udp/239.81.0.5:4056 -- 0.27 MB/s
广西新闻,http://171.107.73.129:4000/udp/239.81.0.5:4056 -- 0.23 MB/s
广西新闻,http://liusl640.myds.me:4022/udp/239.81.0.5:4056 -- 0.26 MB/s
广西新闻,http://171.105.182.215:9003/udp/239.81.0.248:4056 -- 0.42 MB/s
广西新闻,http://111.12.69.253:9090/udp/239.81.0.5:4056 -- 0.20 MB/s
广西新闻,http://220.173.254.6:6666/udp/239.81.0.248:4056 -- 0.41 MB/s
广西新闻,http://220.173.254.6:6666/udp/239.81.0.5:4056 -- 0.26 MB/s
广西移动电视,http://220.173.254.6:6666/udp/239.81.0.10:4056 -- 0.26 MB/s
广西移动电视,http://liusl640.myds.me:4022/udp/239.81.0.10:4056 -- 0.26 MB/s
广西移动电视,http://171.107.6.136:5432/udp/239.81.0.10:4056 -- 0.14 MB/s
广西移动电视,http://111.12.69.253:9090/udp/239.81.0.10:4056 -- 0.26 MB/s
广西移动电视,http://113.15.64.225:8888/udp/239.81.0.10:4056 -- 0.26 MB/s
广西移动电视,http://171.105.182.215:9003/udp/239.81.0.10:4056 -- 0.26 MB/s
广西综艺,http://220.173.254.6:6666/udp/239.81.0.3:4056 -- 0.21 MB/s
广西综艺,http://171.107.6.136:5432/udp/239.81.0.3:4056 -- 0.27 MB/s
广西综艺,http://171.107.73.129:4000/udp/239.81.0.214:4056 -- 0.31 MB/s
广西综艺,http://111.12.69.253:9090/udp/239.81.0.3:4056 -- 0.07 MB/s
广西综艺,http://171.107.6.136:5432/udp/239.81.0.214:4056 -- 0.44 MB/s
广西综艺,http://liusl640.myds.me:4022/udp/239.81.0.214:4056 -- 0.22 MB/s
广西综艺,http://113.15.64.225:8888/udp/239.81.0.3:4056 -- 0.24 MB/s
广西综艺,http://113.15.64.225:8888/udp/239.81.0.214:4056 -- 0.42 MB/s
广西综艺,http://171.105.182.215:9003/udp/239.81.0.214:4056 -- 0.41 MB/s
广西综艺,http://220.173.254.6:6666/udp/239.81.0.214:4056 -- 0.40 MB/s
广西综艺,http://171.105.182.215:9003/udp/239.81.0.3:4056 -- 0.14 MB/s
广西综艺,http://liusl640.myds.me:4022/udp/239.81.0.3:4056 -- 0.25 MB/s
广西都市,http://171.107.73.129:4000/udp/239.81.0.247:4056 -- 0.33 MB/s
广西都市,http://171.107.6.136:5432/udp/239.81.0.247:4056 -- 0.25 MB/s
广西都市,http://220.173.254.6:6666/udp/239.81.0.4:4056 -- 0.26 MB/s
广西都市,http://220.173.254.6:6666/udp/239.81.0.247:4056 -- 0.25 MB/s
广西都市,http://113.15.64.225:8888/udp/239.81.0.4:4056 -- 0.18 MB/s
广西都市,http://171.105.182.215:9003/udp/239.81.0.4:4056 -- 0.25 MB/s
广西都市,http://113.15.64.225:8888/udp/239.81.0.247:4056 -- 0.42 MB/s
广西都市,http://111.12.69.253:9090/udp/239.81.0.247:4056 -- 0.38 MB/s
广西都市,http://111.12.69.253:9090/udp/239.81.0.4:4056 -- 0.26 MB/s
广西都市,http://liusl640.myds.me:4022/udp/239.81.0.247:4056 -- 0.40 MB/s
广西都市,http://171.107.73.129:4000/udp/239.81.0.4:4056 -- 0.18 MB/s
广西都市,http://171.105.182.215:9003/udp/239.81.0.247:4056 -- 0.42 MB/s
广西都市,http://171.107.6.136:5432/udp/239.81.0.4:4056 -- 0.27 MB/s
广西都市,http://liusl640.myds.me:4022/udp/239.81.0.4:4056 -- 0.25 MB/s
柳州新闻,http://171.105.182.215:9003/udp/239.81.0.134:4056 -- 0.24 MB/s
柳州新闻,http://171.107.73.129:4000/udp/239.81.0.134:4056 -- 0.33 MB/s
柳州新闻,http://111.12.69.253:9090/udp/239.81.0.134:4056 -- 0.38 MB/s
柳州新闻,http://220.173.254.6:6666/udp/239.81.0.134:4056 -- 0.38 MB/s
柳州新闻,http://171.107.6.136:5432/udp/239.81.0.134:4056 -- 0.42 MB/s
柳州新闻,http://113.15.64.225:8888/udp/239.81.0.134:4056 -- 0.29 MB/s
柳州新闻,http://liusl640.myds.me:4022/udp/239.81.0.134:4056 -- 0.40 MB/s
桂林新闻,http://113.15.64.225:8888/udp/239.81.0.135:4056 -- 0.38 MB/s
桂林新闻,http://liusl640.myds.me:4022/udp/239.81.0.135:4056 -- 0.38 MB/s
桂林新闻,http://111.12.69.253:9090/udp/239.81.0.135:4056 -- 0.37 MB/s
桂林新闻,http://171.105.182.215:9003/udp/239.81.0.135:4056 -- 0.29 MB/s
桂林新闻,http://220.173.254.6:6666/udp/239.81.0.135:4056 -- 0.39 MB/s
桂林新闻,http://171.107.6.136:5432/udp/239.81.0.135:4056 -- 0.26 MB/s
玉林新闻,http://111.12.69.253:9090/udp/239.81.0.138:4056 -- 0.33 MB/s
玉林新闻,http://220.173.254.6:6666/udp/239.81.0.138:4056 -- 0.00 MB/s
玉林新闻,http://171.107.73.129:4000/udp/239.81.0.138:4056 -- 0.32 MB/s
玉林新闻,http://liusl640.myds.me:4022/udp/239.81.0.138:4056 -- 0.40 MB/s
玉林新闻,http://113.15.64.225:8888/udp/239.81.0.138:4056 -- 0.38 MB/s
玉林新闻,http://171.105.182.215:9003/udp/239.81.0.138:4056 -- 0.39 MB/s
玉林新闻,http://171.107.6.136:5432/udp/239.81.0.138:4056 -- 0.18 MB/s
贺州新闻,http://liusl640.myds.me:4022/udp/239.81.0.137:4056 -- 0.31 MB/s
贺州新闻,http://220.173.254.6:6666/udp/239.81.0.137:4056 -- 0.40 MB/s
贺州新闻,http://171.105.182.215:9003/udp/239.81.0.137:4056 -- 0.40 MB/s
贺州新闻,http://113.15.64.225:8888/udp/239.81.0.137:4056 -- 0.40 MB/s
贺州新闻,http://111.12.69.253:9090/udp/239.81.0.137:4056 -- 0.39 MB/s
贺州新闻,http://171.107.6.136:5432/udp/239.81.0.137:4056 -- 0.09 MB/s
贺州新闻,http://171.107.73.129:4000/udp/239.81.0.137:4056 -- 0.31 MB/s

#海南,#genre#
万宁TV,http://119.41.33.143:4000/udp/239.253.64.167:5140 -- 0.28 MB/s
万宁TV,http://36.101.3.42:554/udp/239.253.64.167:5140 -- 0.26 MB/s
三亚1,http://36.101.3.42:554/udp/239.253.64.9:5140 -- 0.07 MB/s
三沙卫视,http://36.101.3.42:554/udp/239.253.64.113:5140 -- 0.25 MB/s
东方TV,http://119.41.33.143:4000/udp/239.253.64.111:5140 -- 0.26 MB/s
东方TV,http://36.101.3.42:554/udp/239.253.64.111:5140 -- 0.26 MB/s
乐东TV,http://36.101.3.42:554/udp/239.253.64.166:5140 -- 0.11 MB/s
五指山TV,http://36.101.3.42:554/udp/239.253.64.69:5140 -- 0.07 MB/s
五指山TV,http://119.41.33.143:4000/udp/239.253.64.69:5140 -- 0.27 MB/s
保亭TV,http://36.101.3.42:554/udp/239.253.64.159:5140 -- 0.08 MB/s
儋州TV,http://119.41.33.143:4000/udp/239.253.64.107:5140 -- 0.28 MB/s
儋州TV,http://36.101.3.42:554/udp/239.253.64.107:5140 -- 0.12 MB/s
定安TV,http://119.41.33.143:4000/udp/239.253.64.110:5140 -- 0.26 MB/s
定安TV,http://36.101.3.42:554/udp/239.253.64.110:5140 -- 0.22 MB/s
屯昌TV,http://36.101.3.42:554/udp/239.253.64.117:5140 -- 0.09 MB/s
屯昌TV,http://119.41.33.143:4000/udp/239.253.64.117:5140 -- 0.28 MB/s
文昌TV,http://119.41.33.143:4000/udp/239.253.64.105:5140 -- 0.21 MB/s
文昌TV,http://36.101.3.42:554/udp/239.253.64.105:5140 -- 0.21 MB/s
昌江TV,http://36.101.3.42:554/udp/239.253.64.108:5140 -- 0.17 MB/s
海南公共,http://36.101.3.42:554/udp/239.253.64.2:5140 -- 0.21 MB/s
海南卫视,http://36.101.3.42:554/udp/239.253.64.5:5140 -- 0.25 MB/s
海南少儿,http://36.101.3.42:554/udp/239.253.64.4:5140 -- 0.08 MB/s
海南少儿,http://119.41.33.143:4000/udp/239.253.64.4:5140 -- 0.25 MB/s
海南文旅,http://36.101.3.42:554/udp/239.253.64.3:5140 -- 0.15 MB/s
海南经济,http://119.41.33.143:4000/udp/239.253.64.1:5140 -- 0.25 MB/s
海南经济,http://36.101.3.42:554/udp/239.253.64.1:5140 -- 0.04 MB/s
海口1,http://119.41.33.143:4000/udp/239.253.64.6:5140 -- 0.26 MB/s
海口1,http://36.101.3.42:554/udp/239.253.64.6:5140 -- 0.27 MB/s
海口3,http://36.101.3.42:554/udp/239.253.64.8:5140 -- 0.17 MB/s
澄迈TV,http://36.101.3.42:554/udp/239.253.64.109:5140 -- 0.21 MB/s
琼中TV,http://36.101.3.42:554/udp/239.253.64.165:5140 -- 0.15 MB/s
白沙TV,http://36.101.3.42:554/udp/239.253.64.118:5140 -- 0.07 MB/s
陵水TV,http://119.41.33.143:4000/udp/239.253.64.116:5140 -- 0.26 MB/s
陵水TV,http://36.101.3.42:554/udp/239.253.64.116:5140 -- 0.05 MB/s

#广东,#genre#
CCTV10高清,http://58.63.65.114:8888/udp/239.77.0.134:5146 -- 0.45 MB/s
CCTV10高清,http://119.131.26.82:9003/udp/239.77.0.134:5146 -- 0.42 MB/s
CCTV10高清,http://113.100.72.119:8899/udp/239.77.0.134:5146 -- 0.25 MB/s
CCTV10高清,http://61.145.208.25:9090/udp/239.77.0.134:5146 -- 0.12 MB/s
CCTV10高清,http://14.145.225.183:8888/udp/239.77.0.134:5146 -- 0.41 MB/s
CCTV10高清,http://113.90.244.76:4000/udp/239.77.0.134:5146 -- 0.25 MB/s
CCTV10高清,http://119.134.111.57:8888/udp/239.77.0.134:5146 -- 0.31 MB/s
CCTV10高清,http://14.121.146.213:554/udp/239.77.0.134:5146 -- 0.25 MB/s
CCTV10高清,http://119.134.111.179:8888/udp/239.77.0.134:5146 -- 0.14 MB/s
CCTV10高清,http://120.238.99.51:8888/udp/239.77.0.134:5146 -- 0.43 MB/s
CCTV10高清,http://125.89.163.44:8888/udp/239.77.0.134:5146 -- 0.44 MB/s
CCTV10高清,http://183.7.121.196:8088/udp/239.77.0.134:5146 -- 0.24 MB/s
CCTV11高清,http://120.238.99.51:8888/udp/239.77.1.238:5146 -- 0.42 MB/s
CCTV11高清,http://61.145.208.25:9090/udp/239.77.1.238:5146 -- 0.36 MB/s
CCTV11高清,http://119.134.111.57:8888/udp/239.77.1.238:5146 -- 0.35 MB/s
CCTV11高清,http://120.234.5.28:6000/udp/239.77.1.238:5146 -- 0.26 MB/s
CCTV11高清,http://14.121.146.213:554/udp/239.77.1.238:5146 -- 0.14 MB/s
CCTV11高清,http://113.100.72.119:8899/udp/239.77.1.238:5146 -- 0.42 MB/s
CCTV11高清,http://119.134.111.179:8888/udp/239.77.1.238:5146 -- 0.11 MB/s
CCTV11高清,http://119.131.26.82:9003/udp/239.77.1.238:5146 -- 0.45 MB/s
CCTV11高清,http://120.234.5.28:7000/udp/239.77.1.238:5146 -- 0.08 MB/s
CCTV11高清,http://120.234.5.29:7000/udp/239.77.1.238:5146 -- 0.09 MB/s
CCTV11高清,http://14.145.225.183:8888/udp/239.77.1.238:5146 -- 0.24 MB/s
CCTV11高清,http://113.90.244.76:4000/udp/239.77.1.238:5146 -- 0.44 MB/s
CCTV11高清,http://120.234.5.29:6000/udp/239.77.1.238:5146 -- 0.00 MB/s
CCTV11高清,http://58.63.65.114:8888/udp/239.77.1.238:5146 -- 0.33 MB/s
CCTV11高清,http://183.7.121.196:8088/udp/239.77.1.238:5146 -- 0.30 MB/s
CCTV12高清,http://183.7.121.196:8088/udp/239.77.0.136:5146 -- 0.39 MB/s
CCTV12高清,http://113.100.72.119:8899/udp/239.77.0.136:5146 -- 0.42 MB/s
CCTV12高清,http://120.238.99.51:8888/udp/239.77.0.136:5146 -- 0.07 MB/s
CCTV12高清,http://14.145.225.183:8888/udp/239.77.0.136:5146 -- 0.45 MB/s
CCTV12高清,http://61.145.208.25:9090/udp/239.77.0.136:5146 -- 0.22 MB/s
CCTV12高清,http://58.63.65.114:8888/udp/239.77.0.136:5146 -- 0.45 MB/s
CCTV12高清,http://125.89.163.44:8888/udp/239.77.0.136:5146 -- 0.44 MB/s
CCTV12高清,http://14.121.146.213:554/udp/239.77.0.136:5146 -- 0.15 MB/s
CCTV12高清,http://119.131.26.82:9003/udp/239.77.0.136:5146 -- 0.45 MB/s
CCTV12高清,http://113.90.244.76:4000/udp/239.77.0.136:5146 -- 0.38 MB/s
CCTV13高清,http://119.131.26.82:9003/udp/239.77.0.188:5146 -- 0.45 MB/s
CCTV13高清,http://183.7.121.196:8088/udp/239.77.0.188:5146 -- 0.43 MB/s
CCTV13高清,http://120.234.5.28:6000/udp/239.77.0.188:5146 -- 0.17 MB/s
CCTV13高清,http://58.63.65.114:8888/udp/239.77.0.188:5146 -- 0.45 MB/s
CCTV13高清,http://119.134.111.57:8888/udp/239.77.0.188:5146 -- 0.33 MB/s
CCTV13高清,http://125.89.163.44:8888/udp/239.77.0.188:5146 -- 0.44 MB/s
CCTV13高清,http://120.234.5.29:7000/udp/239.77.0.188:5146 -- 0.19 MB/s
CCTV13高清,http://113.90.244.76:4000/udp/239.77.0.188:5146 -- 0.09 MB/s
CCTV13高清,http://14.121.146.213:554/udp/239.77.0.188:5146 -- 0.09 MB/s
CCTV13高清,http://61.145.208.25:9090/udp/239.77.0.188:5146 -- 0.35 MB/s
CCTV13高清,http://113.100.72.119:8899/udp/239.77.0.188:5146 -- 0.42 MB/s
CCTV13高清,http://120.234.5.28:7000/udp/239.77.0.188:5146 -- 0.12 MB/s
CCTV13高清,http://120.238.99.51:8888/udp/239.77.0.188:5146 -- 0.42 MB/s
CCTV13高清,http://120.234.5.29:6000/udp/239.77.0.188:5146 -- 0.11 MB/s
CCTV13高清,http://14.145.225.183:8888/udp/239.77.0.188:5146 -- 0.46 MB/s
CCTV13高清,http://119.134.111.179:8888/udp/239.77.0.188:5146 -- 0.16 MB/s
CCTV14高清,http://120.238.99.51:8888/udp/239.77.0.133:5146 -- 0.42 MB/s
CCTV14高清,http://125.89.163.44:8888/udp/239.77.0.133:5146 -- 0.44 MB/s
CCTV14高清,http://14.121.146.213:554/udp/239.77.0.133:5146 -- 0.12 MB/s
CCTV14高清,http://113.100.72.119:8899/udp/239.77.0.133:5146 -- 0.42 MB/s
CCTV14高清,http://14.145.225.183:8888/udp/239.77.0.133:5146 -- 0.32 MB/s
CCTV14高清,http://61.145.208.25:9090/udp/239.77.0.133:5146 -- 0.28 MB/s
CCTV14高清,http://113.90.244.76:4000/udp/239.77.0.133:5146 -- 0.35 MB/s
CCTV14高清,http://183.7.121.196:8088/udp/239.77.0.133:5146 -- 0.43 MB/s
CCTV14高清,http://119.131.26.82:9003/udp/239.77.0.133:5146 -- 0.45 MB/s
CCTV14高清,http://119.134.111.57:8888/udp/239.77.0.133:5146 -- 0.11 MB/s
CCTV15高清,http://14.121.146.213:554/udp/239.77.1.239:5146 -- 0.16 MB/s
CCTV15高清,http://119.134.111.179:8888/udp/239.77.1.239:5146 -- 0.00 MB/s
CCTV15高清,http://61.145.208.25:9090/udp/239.77.1.239:5146 -- 0.17 MB/s
CCTV15高清,http://120.238.99.51:8888/udp/239.77.1.239:5146 -- 0.42 MB/s
CCTV15高清,http://14.145.225.183:8888/udp/239.77.1.239:5146 -- 0.42 MB/s
CCTV15高清,http://113.90.244.76:4000/udp/239.77.1.239:5146 -- 0.44 MB/s
CCTV15高清,http://119.131.26.82:9003/udp/239.77.1.239:5146 -- 0.45 MB/s
CCTV15高清,http://119.134.111.57:8888/udp/239.77.1.239:5146 -- 0.11 MB/s
CCTV15高清,http://183.7.121.196:8088/udp/239.77.1.239:5146 -- 0.39 MB/s
CCTV15高清,http://58.63.65.114:8888/udp/239.77.1.239:5146 -- 0.45 MB/s
CCTV15高清,http://113.100.72.119:8899/udp/239.77.1.239:5146 -- 0.25 MB/s
CCTV15高清,http://125.89.163.44:8888/udp/239.77.1.239:5146 -- 0.43 MB/s
CCTV17农业高清,http://58.63.65.114:8888/udp/239.77.0.198:5146 -- 0.18 MB/s
CCTV17农业高清,http://113.100.72.119:8899/udp/239.77.0.198:5146 -- 0.41 MB/s
CCTV17农业高清,http://119.134.111.57:8888/udp/239.77.0.198:5146 -- 0.31 MB/s
CCTV17农业高清,http://125.89.163.44:8888/udp/239.77.0.198:5146 -- 0.43 MB/s
CCTV17农业高清,http://183.7.121.196:8088/udp/239.77.0.198:5146 -- 0.24 MB/s
CCTV17农业高清,http://119.134.111.179:8888/udp/239.77.0.198:5146 -- 0.14 MB/s
CCTV17农业高清,http://119.131.26.82:9003/udp/239.77.0.198:5146 -- 0.42 MB/s
CCTV17农业高清,http://120.238.99.51:8888/udp/239.77.0.198:5146 -- 0.43 MB/s
CCTV17农业高清,http://113.90.244.76:4000/udp/239.77.0.198:5146 -- 0.31 MB/s
CCTV17农业高清,http://14.121.146.213:554/udp/239.77.0.198:5146 -- 0.27 MB/s
CCTV17农业高清,http://61.145.208.25:9090/udp/239.77.0.198:5146 -- 0.24 MB/s
CCTV1高清,http://125.89.163.44:8888/udp/239.77.0.86:5146 -- 0.44 MB/s
CCTV1高清,http://61.143.227.162:10000/udp/239.77.0.86:5146 -- 0.45 MB/s
CCTV1高清,http://58.63.65.114:8888/udp/239.77.0.86:5146 -- 0.44 MB/s
CCTV1高清,http://120.238.99.51:8888/udp/239.77.0.86:5146 -- 0.43 MB/s
CCTV1高清,http://183.234.156.66:10000/udp/239.77.0.86:5146 -- 0.16 MB/s
CCTV1高清,http://113.90.244.76:4000/udp/239.77.0.86:5146 -- 0.44 MB/s
CCTV1高清,http://113.100.72.119:8899/udp/239.77.0.86:5146 -- 0.38 MB/s
CCTV1高清,http://119.134.111.57:8888/udp/239.77.0.86:5146 -- 0.32 MB/s
CCTV1高清,http://14.145.225.183:8888/udp/239.77.0.86:5146 -- 0.22 MB/s
CCTV1高清,http://14.121.146.213:554/udp/239.77.0.86:5146 -- 0.14 MB/s
CCTV1高清,http://119.134.111.179:8888/udp/239.77.0.86:5146 -- 0.18 MB/s
CCTV1高清,http://183.7.121.196:8088/udp/239.77.0.86:5146 -- 0.23 MB/s
CCTV1高清,http://119.131.26.82:9003/udp/239.77.0.86:5146 -- 0.46 MB/s
CCTV2高清,http://113.100.72.119:8899/udp/239.77.0.137:5146 -- 0.42 MB/s
CCTV2高清,http://14.121.146.213:554/udp/239.77.0.137:5146 -- 0.12 MB/s
CCTV2高清,http://119.134.111.179:8888/udp/239.77.0.137:5146 -- 0.32 MB/s
